Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money,Notes
do-497,LVM Versicherungsverein,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,203801,"€ 200,000 from the company and its foundation Helfen verbindet Menschen e.V. for organizations like Deutschland hilft or Medeor."
do-243,LVMH Group,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,5450000,"€5 million preliminary ""emergency donation"" about $5.5 million) to help the direct and indirect victims of the war. "
do-244,Magna International,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,100000,Reported in OCHA FTS. Dpnation from Canadian mobility technology company for automakers.
do-245,Marks & Spencer,70,,,,ro-120,United Kingdom for UNHCR,,1,1,outgoing,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR"
do-245,Marks & Spencer,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR"
do-245,Marks & Spencer,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR"
do-246,Marriott International,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,2700000,"$1m from J. Willard and Alice S. Marriott Foundation, plus $1.7m in cash and in-kind donations from Marriott hotels and associations."
do-247,"Mars, Inc.",70,,,,ro-5,American Red Cross,,1,1,outgoing,2500000,Part of a $12m commitment to support Ukraine crisis relief.
do-247,"Mars, Inc.",70,,,,ro-47,Humane Society International [NGO],,1,1,outgoing,1500000,Part of a $12m commitment to support Ukraine crisis relief.
do-247,"Mars, Inc.",70,,,,ro-52,International Fund for Animal Welfare [NGO],,1,1,outgoing,750000,To give assistance to pets and pet owners. 
do-247,"Mars, Inc.",70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,1500000,To help provide for the basic needs of children and their families in Ukraine and seeking refuge in border countries.
do-247,"Mars, Inc.",70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1000000,Part of a $12m commitment to support Ukraine crisis relief.
do-247,"Mars, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,3750000,Part of a $12m commitment to support Ukraine crisis relief. Balance has not yet been allocated as of May 2022.
do-247,"Mars, Inc.",70,,,,ro-151,Veterinarians Without Borders [NGO],,1,1,outgoing,500000,To give assistance to pets and pet owners. 
do-247,"Mars, Inc.",70,,,,ro-154,World Central Kitchen [NGO],,1,1,outgoing,500000,Part of a $12m commitment to support Ukraine crisis relief.
do-248,Mastercard,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,1250000,"Donated $2 million to support the relief initiatives in Ukraine and surrounding countries welcoming refugees. Of this, $1.25 million was allocated to the International Red Cross and $500K to Save the Children. "
do-248,Mastercard,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,3500000,"Donated $2 million to support the relief initiatives in Ukraine and surrounding countries welcoming refugees. Of this, $1.25 million was allocated to the International Red Cross and $500K to Save the Children. "
do-248,Mastercard,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,373790,Donation from Mastercard EU.
do-249,"Mattel, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1000000,Mattel will contribute $1m in toys and cash to support organizations on the front lines aiding refugee children and families from Ukraine. These include Save the Children and Polish local charities SOS Children's Villages and Caritas Polska.
do-250,Mazda Motor Corporation,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1056055,To support the activities which provide humanitarian aid to the affected populations in Ukraine and countries in the region.
do-251,McCain Foods Limited,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,200000,For the Red Cross Ukraine Humanitarian Crisis Appeal.
do-518,Medela AG,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,254174,"CHF 250,000 of financial aid to NGOs and UNICEF and also in-kind contributions. "
do-482,Mennekes Elektrotechnik GmbH & Co. KG,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,104362,"€100,000 donation for Aktion Deutschland Hilft and Bündnis Entwicklung Hilft."
do-252,Mercedes-Benz,70,,,,ro-40,German Red Cross,,1,1,outgoing,1090000,€1 million in support of those affected by the crisis in Ukraine.
do-460,Mercedes-Benz Grand Prix Ltd,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1006588,Cash donation to UNICEF National Committee United Kingdom
do-253,Merck KGaA,70,,,,ro-40,German Red Cross,,1,1,outgoing,2603805,"€2,000,000 donated, including €1,000,000 from the Merck family. Employees have also donated €550,000 as of 30 March."
do-253,Merck KGaA,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,4180856,€ 4 million donation to support humanitarian aid in Ukraine
do-254,"Meta Platforms, Inc.",70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,146704,"CHF 139,200 donated via Charities Aid Foundation"
do-254,"Meta Platforms, Inc.",70,,,,XM-DAC-47066,International Organization for Migration (IOM),,1,1,outgoing,150000,"USD 150,000 in-kind advertising credits "
do-254,"Meta Platforms, Inc.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,15000000,"$15 million to support humanitarian efforts in Ukraine and neighboring countries. $10 million will be provided as ad credits, helping nonprofit organizations raise the funds they need. "
do-498,Metinvest Group,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,40608252," 1.2 BILLION UAH allocated to aid projects in the country.
"
do-255,Metro AG,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,393258,Donation from German membership cash-and-carry company. 
do-256,Metro Supply Chain,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,39500,"Corporate giving program. Metro Supply Chain announced that it has donated $50,000 to the Canadian Red Cross to support humanitarian relief efforts in Ukraine. CAD 50000."
do-257,Michael & Susan Dell Foundation,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,15000000,"$15m to support Catholic Relief Services, Flexport.org, International Medical Corps, JDC, Jewish Agency for Israel, Médecins Sans Frontières/Doctors Without Borders, Samaritan’s Purse, and Save the Children from foundation associated with the founder of Dell computing. "
do-258,Micky and Madeleine Arison Family Foundation,70,,,,ro-29,Direct Relief [NGO],,1,1,outgoing,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). 
do-258,Micky and Madeleine Arison Family Foundation,70,,,,ro-127,United Nations Children's Fund (UNICEF) USA,,1,1,outgoing,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). 
do-258,Micky and Madeleine Arison Family Foundation,70,,,,ro-154,World Central Kitchen [NGO],,1,1,outgoing,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). 
do-259,Microsoft Corporation,70,,,,ro-136,unspecified Microsoft commercial in-kind support recipients,,1,1,outgoing,2149000,In-kind technical support to commerical organizations. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-137,unspecified Microsoft commercial in-kind tech recipients,,1,1,outgoing,4268000,In-kind technology for commerical organizations. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-138,unspecified Microsoft government in-kind support recipients,,1,1,outgoing,2017000,In-kind technical support to government entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-139,unspecified Microsoft government in-kind tech recipients,,1,1,outgoing,27843000,In-kind technology to government entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-140,unspecified Microsoft individual in-kind recipients,,1,1,outgoing,5405000,In-kind credits to individuals. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-141,unspecified Microsoft international org in-kind tech recipients,,1,1,outgoing,978880,In-kind technology to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-142,unspecified Microsoft NGO cash recipients,,1,1,outgoing,19475000,"Cash donations -- corporate grants, employee giving and matching funds, and Xbox campaign proceeds -- to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine."
do-259,Microsoft Corporation,70,,,,ro-143,unspecified Microsoft NGO in-kind tech recipients,,1,1,outgoing,143500,In-kind technical support to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-144,unspecified Microsoft UN cash recipients,,1,1,outgoing,8708000,"Cash donations -- corporate grants, employee giving and matching funds, and Xbox campaign proceeds -- to UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine."
do-259,Microsoft Corporation,70,,,,ro-145,unspecified Microsoft UN in-kind support recipients,,1,1,outgoing,2445600,In-kind technical support to UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-146,unspecified Microsoft UN in-kind tech recipients,,1,1,outgoing,70000,In-kind technology for UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-147,unspecified Microsoft unspecified in-kind credit recipients,,1,1,outgoing,52000000,In-kind credits to unspecified entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-259,Microsoft Corporation,70,,,,ro-148,unspecified Microsoft unspecified in-kind tech recipients,,1,1,outgoing,52452000,In-kind technology to unspecified entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.
do-260,Micys Company S.p.A.,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,11236,Donation from Italian cosmetics company. 
do-261,Mitsubishi Electric,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1099600,€1 million donation to UNHCR and launched an employee gift matching program through its US and Japanese philanthropic arms.
do-262,Mondelez International,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,63384,"CHF 61,000 from multinational snack food and beverage company."
do-263,Mondi plc,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,2139132,Donation from multinational paper and packaging group. 
do-264,Mondou,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,79000,"Corporate giving program. Showing its solidarity with the people affected by the conflict in Ukraine, Mondou announced it will be donating $100,000 to the Canadian Red Cross’s Relief Fund: Humanitarian Crisis in Ukraine. CAD 100000."
do-265,Moody's Foundation,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,250000,"Company-sponsored foundation. Moody's Foundation donated $250,000 to the International Rescue Committee (IRC) to support humanitarian relief efforts in the Ukraine. Moody’s donation will help provide food, medical care and emergency supplies to refugee families. Moody's Foundation is double matching all employee gifts supporting Ukraine relief efforts to approved nonprofits. USD 250000."
do-266,Moose Toys,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,100000,Donation to Save the Children's Ukraine Relief Fund.
do-267,Morrison & Foerster Foundation,70,,,,ro-11,Benevolent Healthcare Foundation [NGO],,1,1,outgoing,15000,"Donation to Project C.U.R.E., which is distributing donated medical equipment and supplies to Ukrainian hospitals in Kyiv, Lviv, Odessa and other affected cities. "
do-267,Morrison & Foerster Foundation,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,17000,Donation to aiding displaced families in Poland.
do-267,Morrison & Foerster Foundation,70,,,,ro-154,World Central Kitchen [NGO],,1,1,outgoing,15000,Donation for meals for displaced Ukrainian families in Poland and Romania.
do-268,Morrison Supermarkets,70,,,,GB-CHC-1062638,Disasters Emergency Committee (DEC) [NGO],,1,1,outgoing,330000,"Corporate giving program. Morrison Supermarkets is donating £250,000 to the Disasters Emergency Committee (DEC) Ukraine Appeal. These funds will support those affected by the conflict, providing food, water, shelter, healthcare and protection. GBP £250,000."
do-269,MSA Safety,70,,,,ro-33,FIRE AID [NGO],,1,1,outgoing,400000,"Corporate giving program. MSA Safety Incorporated announced the donation of more than $400,000 of safety equipment to Ukrainian firefighters. This donation is made in partnership with FIRE AID, a UK-based non-profit organization that facilitates the donation of fire and rescue equipment around the world. USD 400000."
do-270,MSD,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,65000000,"Cash and product donations including delivery of molnupiravir, proventil, tienam IV/primaxin, keytruda to the Government of Ukraine and Direct Relief plus cash donations to the American Red Cross, Direct Relief, IMC, Project HOPE, and others."
do-499,Müller-BBM Holding AG,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,50851,"€ 50,000 donated to six aid organizations "
do-440,Myronivsky Hliboproduct (MHP),70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,21073520,"Donation from Ukraine's largest agricultural produce company of 11,635 tons of food products worth UAH 626 million."
do-271,NanoTemper Technologies,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,13508,"Donation of  €12,500 from German technology company. "
do-427,Nationale Postcode Loterij,70,,,,ro-164,Amnesty International [NGO],,1,1,outgoing,3788834,"€3,600,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-165,Cordaid [NGO],,1,1,outgoing,4315061,"€4,100,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-170,Dutch Council for Refugees [NGO],,1,1,outgoing,10524540,"€10,000,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-167,Free Press Unlimited [NGO],,1,1,outgoing,947209,"€900,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,5683252,"€5,400,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-166,Médecins du Monde [NGO],,1,1,outgoing,526227,"€500,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-66,Médecins Sans Frontières (MSF) [NGO],,1,1,outgoing,14208129,"€13,500,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-171,Plan International [NGO],,1,1,outgoing,3315230,"€3,150,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-169,Save the Children Netherlands [NGO],,1,1,outgoing,947209,"€900,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-99,SOS Children's Villages [NGO],,1,1,outgoing,1420812,"€1,350,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-168,Stichting Vluchteling (Netherlands Refugee Foundation) [NGO],,1,1,outgoing,2841626,"€2,700,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,14208129,"€13,500,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,2368022,"€2,250,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-427,Nationale Postcode Loterij,70,,,,ro-153,War Child [NGO],,1,1,outgoing,1420813,"€1,350,000 donation from the largest charity lottery in the Netherlands, founded by the marketing agency Novamedia."
do-272,NCR Foundation,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,200000,"Corporate giving program. NCR Foundation has pledged a $200,000 donation to UNICEF to support standing up Blue Dot centers and purchase needed supplies to meet the needs of Ukraine refugees. USD 200000."
do-273,Neptune Energy,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,1000000,Corporate giving program. Neptune Energy announced it will donate $2 million to support humanitarian efforts to aid the people of Ukraine. The donation will be shared equally between emergency appeals by the International Committee of the Red Cross and the International Rescue Committee. USD 1000000.
do-273,Neptune Energy,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,1000000,Corporate giving program. Neptune Energy announced it will donate $2 million to support humanitarian efforts to aid the people of Ukraine. The donation will be shared equally between emergency appeals by the International Committee of the Red Cross and the International Rescue Committee. USD 1000000.
do-274,Nestlé Nespresso S.A.,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,250000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
do-275,Nestlé S.A.,70,,,,US-EIN-300108263,GlobalGiving [NGO],,1,1,outgoing,250000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign."
do-275,Nestlé S.A.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,654754,"CHF 630,126 from multinational food giant."
do-441,Netto Marken-Discount,70,,,,ro-176,Stiftung RTL - Wir helfen Kindern e.V. [NGO],,1,1,outgoing,526290,"€500,000 cash collected from  customers through a rounding-up fundraising campaign."
do-276,New York Life,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,150000,"To provide children and their families in Ukraine with immediate on-the-ground aid, including food, water, hygiene kits, psychosocial support, and cash assistance."
do-276,New York Life,70,,,,ro-127,United Nations Children's Fund (UNICEF) USA,,1,1,outgoing,150000,"To support child and family protection support hubs located at key migration routes, providing safe water, nutrition, healthcare and education to those affected by the conflict in Ukraine."
do-277,Newmont Corporation,70,,,,ro-5,American Red Cross,,1,1,outgoing,3127110,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. 
do-277,Newmont Corporation,70,,,,ro-54,International Medical Corps (IMC) [NGO],,1,1,outgoing,1000000,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. 
do-277,Newmont Corporation,70,,,,ro-86,Project C.U.R.E. [NGO],,1,1,outgoing,500000,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. 
do-277,Newmont Corporation,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,500000,"Reserved to help support Ukrainian refugees as they arrive and need to be settled in Colorado, USA."
do-278,Nike Foundation,70,,,,ro-1,Multiple (see notes),,1,1,outgoing,1000000,1 million dollars to UNICEF and International Rescue Committee. Also working with Good360 on the distribution of product donations to those affected. 
do-462,Nippon Telegraph and Telephone Corporation (NTT),70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,996276,Cash donation to UNICEF National Committee Japan
do-279,"Nissan Motor Co., Ltd.",70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,538795,"CHF 511,237 from Nissan Europe"
do-279,"Nissan Motor Co., Ltd.",70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,1088220,1 million Euros to the Red Cross and other non-profit organizations to support ongoing emergency activities. 
do-479,Nordzucker AG,70,,,,ro-178,Verein - Freie Ukraine Braunschweig e.V. [NGO],,1,1,outgoing,10436,"€10,000 for purchase of medicine and refugee assistance."
do-280,Norton Rose Fulbright,70,,,,ro-17,Canadian Red Cross Society,,1,1,outgoing,100000,Donation from international law firm headquartered in London.
do-280,Norton Rose Fulbright,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,200000,Donation from international law firm headquartered in London.
do-281,Novartis AG,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. 
do-281,Novartis AG,70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. 
do-281,Novartis AG,70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. 
do-282,Novelis Corporation,70,,,,XM-DAC-21016,International Committee of the Red Cross (ICRC),,1,1,outgoing,300000,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million."
do-283,Novo Nordisk A/S,70,,,,DK-CVR-20700211,Danish Red Cross,,1,1,outgoing,3695117,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million."
do-283,Novo Nordisk A/S,70,,,,DK-CVR-20699310,Danish Refugee Council [NGO],,1,1,outgoing,1478047,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million."
do-283,Novo Nordisk A/S,70,,,,ro-46,Human Rights Watch [NGO],,1,1,outgoing,147804,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million."
do-283,Novo Nordisk A/S,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,555556,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million. Paid to UNICEF National Committee Denmark."
do-283,Novo Nordisk A/S,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,1478047,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million."
do-283,Novo Nordisk A/S,70,,,,XM-DAC-928,World Health Organization (WHO),,1,1,outgoing,3656088,€3.4 million / DKK 25 million to support emergency response in Ukraine and countries hosting Ukrainian refugees.
do-461,N-Rep A/S,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,519261,Cash donation to UNICEF National Committee Denmark
do-284,Nuix,70,,,,ro-113,Ukraine Humanitarian Fund (UHF),,1,1,outgoing,10600,Donation from Australian IT firm.
do-285,Oak Foundation,70,,,,ro-2,Unspecified (see notes),,1,1,outgoing,10750000,Donation from foundation started with contribution from the Duty Free Shoppers business in 1983. 
do-464,Oersted Salg & Service A/S,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,559729,Cash donation to UNICEF National Committee Denmark
do-500,Oetker-Gruppe,70,,,,ro-99,SOS Children's Villages [NGO],,1,1,outgoing,508506,"€ 500,000 donation to support children evacuated to Poland from Kyiv and from eastern Ukraine. "
do-286,Offshore Technology Conference Inc.,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,25666,"CHF 24,701 from US-based conference company associated with the offshore/energy industry."
do-287,Olam International,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1000000,Cash donation to UNICEF National Committee Thailand
do-287,Olam International,70,,,,XM-DAC-41140,World Food Programme (WFP),,1,1,outgoing,1000000,Donation from multinational food and agribusiness group. 
do-288,Old Navy,70,,,,ro-150,USA for UNHCR,,1,1,outgoing,1000000,Donation of over $1 million worth of women's and children's clothes.
do-481,OLYMP Bezner KG,70,,,,ro-99,SOS Children's Villages [NGO],,1,1,outgoing,20872,"€20,000 donation through the company-linked foundation, Olymp Bezner Stiftung."
do-289,Olympus Corporation,70,,,,XM-DAC-21018,International Federation of Red Cross and Red Crescent Societies (IFRC),,1,1,outgoing,497147,"CHF 471,719"
do-463,OMV Petrom S.A.,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,797788,Cash donation to UNICEF National Committee Romania
do-290,OpenText,70,,,,XM-DAC-41121,United Nations High Commissioner for Refugees (UNHCR),,1,1,outgoing,100000,Donation from Canadian software company. 
do-291,"Orrick, Herrington & Sutcliffe",70,,,,US-EIN-13-5660870,International Rescue Committee (IRC) [NGO],,1,1,outgoing,12500,"International law firm making a $25,000 donation split between the International Rescue Committee and United Help Ukraine.  "
do-291,"Orrick, Herrington & Sutcliffe",70,,,,ro-119,United Help Ukraine [NGO],,1,1,outgoing,12500,"International law firm making a $25,000 donation split between the International Rescue Committee and United Help Ukraine.  "
do-292,"Otsuka Pharmaceutical Co., Ltd.",70,,,,ro-61,Japanese Red Cross Society,,1,1,outgoing,153670,"20 million yen to the Japanese Red Cross Society for humanitarian assistance to people whose lives have been severely affected in Ukraine and who have been evacuated to surrounding countries. In addition, Otsuka Holdings is providing support to patients and people involved in treatment through the provision of Otsuka products, including pharmaceuticals."
do-293,Pacific Life Foundation,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,250000,"Company-sponsored foundation. To provide direct support to children and their families affected by the crisis in Ukraine and surrounding areas, the Pacific Life Foundation has announced a $250,000 donation to the United Nations Children’s Fund. USD 250000."
do-294,Pandora,70,,,,XM-DAC-41122,United Nations Children's Fund (UNICEF),,1,1,outgoing,1970000,Donation from the world's largest jewellery brand.
do-295,"Pepsico, Inc.",70,,,,ro-20,Caritas [NGO],,1,1,outgoing,1671684,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-29,Direct Relief [NGO],,1,1,outgoing,20000,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-74,Moldovan Red Cross,,1,1,outgoing,20615,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-84,Polish Red Cross,,1,1,outgoing,917805,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-93,Romanian Red Cross,,1,1,outgoing,22423,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,GB-COH-213890,Save the Children [NGO],,1,1,outgoing,1020751,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-104,Swiss Red Cross,,1,1,outgoing,20000,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
do-295,"Pepsico, Inc.",70,,,,ro-112,Ukraine Foodbank [NGO],,1,1,outgoing,474287,"$4 million to five organizations operating in and around Ukraine plus $500,000 of employee contributions, and another $1 million of double matching to benefit several organizations. "
